sentiment,content
0,do chocoslam brother usual failure finally burn tongue hahahaha stupid
1,stick stone may break bonesbut word hurt forever
0,fall asleep listen james taylor
1,christy_edmond oh sorry lot fun though great time
1,trentsker pfftt wish not time though
0,catsinthetree listen eye fire enjoy thank
1,amychiu fuck blinkweezer one totally forget
0,get alot runnin around today get job app complete file glad get job
1,fun fill evening funeral home joy
0,show time baby bye bye tweeter
0,ladylogan awesome good idea
0,welll folkiesss offf dream landwork morninughewwy talkkk mebut tomorrow lt3 lurvee yallgt
1,miss husband
0,pyroezra know wish would wanna cuddle sleeep ga go world coke
0,crap break quotno work weekendquot rule much overload work aargh hate
0,ninjafanpire anytime can not match stamina nice warm comfy bed call scream namelol night ninja
0,quite cool day charlie ben aswell get lose sting nettle
0,mrmaxroi hey good see follow would nice photo
1,want go enjoy weather tired stick bed
1,get home let we connect god constantly
1,mourn miss homesssssskooooler fair today
0,go get pedicure manicure 2daii den sunbathe daii good day eva oh yehdid teeny bit study
1,pistol62 bee busy talk buddy yahoo
1,arizonaobvious suck
1,gah jittery upset absolutely no reason
1,xzenax bad time everyone whywhywhy write essay no fair
1,say everyone busy
0,tdbeadle sleep rock sheet hope smoothness endulge can not wait blanket
0,mwahihi yes nag twitter haha thank lm
0,hang roomy adore gentleman live great people good talk discuss boy issue
1,breagrant think one good hero pitty kill good character use thing lol
1,ewwwy campus cleanup community service
0,wear exactly clothe use wear canada beanie touque ahh bring back memory miss snow
1,wtf get hmtm today revision revision revision
1,maczombierawr wish leave dead first need something play
1,omarjdavis lololi try morning sadly could not
0,yahoo volleyball hike eat fish eye witness sleep beach jumping rocks amp hang jurassic park film
1,recover hard day homeschoole dd chemistry not go well
1,flickie dead bored also dead poor student life piss take
0,receive leed 10k bib time chip hip injury mean will not break 10k pb time around
1,write 100word newsbite
1,basil highlight day old man lecture greatness telegraph idiot
0,shashitharoor hope moment inspire political journey back home good
0,lancearmstrong want massage
0,meet sarah kelly wow amazing woman god give free tshirt get to love free merch
1,square b sad not well square crochet bee poly fibe
1,no friend
0,stapler haiku whar night woo hoo yeah beautiful night party oop stapler
1,library friggin bored
0,mom say get new phone immediatelyoff tmobile pay
0,sit chloe little trike thingo girraffe ill probobly get yell next minute ohhh well
1,lostmyheart hop go away mean get teary drop hat anyway truly awful lately full sad
0,quotit not rape scream surprise firstquot customer say haha via omgitsjessieleelmao
0,last year right around time black parade dead come awesome time man
1,atm oh yeah apple juice rebel
1,still lose follower people hat world hat maybe read
1,hat sound silencedoesnt like shut
1,hate paint nail can not suck thumb taste bad
0,pourpresheep lol thank babe
0,lobby twitter yuk gettin rid groupie
0,tommcfly glad cos u would not lose fan anyway get see guy saturday evening leicester well good
0,me_chiel welli would love zoo p not think sunday sometime want
1,jpaola no money no honey hehe soon sorry
0,hey robluketic wow cheer insight ppl look fun oh stunnedit aweomse robluketic live gt
1,rain finally arrive drat guess mean well picnic living room instead wolftrap tonite
1,lancearmstrong chance see race germany unfortunately hardly tv amp news coverage cycling anymore
1,ayy fml nothing perfect
0,learn guitar quickly come naturally
0,woo nachos ice cream haha
0,morning get coffee
1,hell lot say not complain theese day quottheyquot quottheyquot help case
1,harley pass away december
0,ponder lunch shane think already hear people whine
1,drs
0,awesome lucky
1,leischen1shows always come money least rotten law average
0,rayamartin whooooooooooooa ang ganda ko dito ha thank
0,courageous_one much set goal next couple month preparation
1,glennbeck miss show tonight go lake erie enjoy quiet
1,field day sad no ribbon
0,sethu_j 4ever man aswell love want gossip girl decide summer spend lot
1,quinztar oh no mean will not able get pwne shottie weekend
1,glamvoy yes think unless change send u happy mother day text u never respond back
0,prom awesome
0,meesabythewater thank much
1,revfry fam would disown we not we really want come bbq get weekend mix
0,carmenparnos thank much belated followfriday shout payingitforward
1,go to laundrynever laundry hotel beforei miss reven though ignore don even check
0,_ enigma _ _ omg daont tell watch twilight enuff know
1,nothinbutsin sorry hear
0,sarah_leann make feel well study sit night will blackberry
1,bronchitis prescription no fun miss two day row work
1,ughhh third bottle foundation break
1,kat_kittykat boreduntill go
0,felixcau hehe
0,like take dog car run errand always excited go anywhere like morning kroger
0,aruky yes nba song great get old funny nba cheerleader remix song ohrwurm day quotcolorblindquot
1,flashyfem sorry hear not already much plan weekend consider go
1,always get leave
1,not happy bunny
0,amp kelly share last name would not sweet relate theellenshow
0,emily_morden richard not ill see youwe get back good luck
0,ps get ben button today complete good picture nomsgot great year
1,attempt count day till return canadathere alot
1,stacyday yeah trimet say 1hr trip get home 630645ish arrive everyone leave
0,get raise praise great way start monday
1,waaaa run machine problem yeah
1,slowly reallize burn get work hour ago really suck
1,aww friend call say get well job will not work anymore
0,proud ceviche bellinis turn well love smell fresh flower house
0,nikkidang yeah go last month amaaaaze ill bring back
0,bali wait
0,chi_twnzfinest happy birthday sweetie great day good place word sorry chicago jeje
0,horrible thought go back work monday good think work minute life good
0,pm leave desk last week safari time fly good weekend jbii
0,tommcfly see tue last niiiighht lt3 amazzze not even notice forget wordddss
1,sometimes wish thing could go back way beginning last summer
1,pretty good kind depress though
0,get excited thorpe park tomorrow
0,listen music home alone lol want come amp hang lol
1,work allll day long
1,ashleygofficial aww not cry ashley
1,hard keep everything whole coldplaying twitter facebook not talk real life impossible
1,wossy killer good bit disappointed last song cut short watch full iplayer
0,zampeachie pange ahahahahaha two could meet drink
1,argue byron say fat
0,fragdoll ok love big buff tattoed preferably christian man strutfluffy dog optional
0,cuppa chill lovebank holiday monday
0,theshoctor pezhore o3visuals n9vls victory need reinstall damn app
0,missjia word yayy twitter dark lol
1,melly16 hmm certain one give liking muck head give sometimes tbh
0,happy star war day may fourth
1,ugh two week push produce six pack produce nothing pain
0,home work
1,rodmcnasty000 miss
1,pretty damn chipper today even weather rubbish excited thing come xxx
0,congratulation penjiiii call soulja boy mcbaby lol
1,miss nicc today
0,like heavenly blushhhh
1,right richard marxs right wait really make feel nauseatingly sad
1,hour take aerobics class min break
0,read cryin reading laughin enjoy ride enlighten inspire letter young sister thx hill
1,foot kill walk mile search art shopdoesnt seem like eale one
1,watch slumdog millionaire soo goood love sad
1,dark knight dvd miss piss
0,sorry sanderschenk misspell twice already notgive run
1,hilzfuld patience worth
1,aww danbharris get married congrat new wife miss wn weekend people
0,neil_duckett great pic fun love food wine festivalswell beer fest
0,tomfelton see pic remind anna king cuuuute little fella
0,happy star war day
1,absolutely gutte not go badu tonight guy fun get home need head downtown gd heat
1,anticipated meet tapan parikh no apparently will not pass nairobi head straight mombasa
0,quoti love knowledge love thinkin fressshman fressshmanquot pellericious math song
0,brush tooth eat chocolate right haha share
0,boredumsong day quoti catch paramorequot quotno good deed musical wickedquot oh fully alive flyleaf
0,soldierbeetle welcome hun amazing people make sure say hello
0,home work hour sleep put mile new bike
0,apizzle86 thank make morning
0,time life
0,dirtyrose17 tell would sweep haha p
0,tired dinner good churros good
0,thefifthsister lol yeah forget tweetdeck status funny
1,mum try make feel ebtter stop vote adn not win shortstack almost cry
1,vautlapeine mean fam minus ahug
1,get clean bathroom today
1,papercake hate happen hope figure soon
0,jamie_127 good morning one day yay twittertakeover
1,tbake crap always forget
1,sad
0,not really wanna go school monday honest
0,bbrownnewcolleg congratulation
1,go miss miss suhana
1,sunbathe today look like lobster feel like someone burn alive
1,burn zuccini
1,meljachin eww dislike
0,wish paramore would come ireland
1,michaelmagical oh dinner time still sulk miss fillet min sob tea amp toast
1,boy_kill_boy would really greatexcept not allow talk boy phone long storymy fault
0,dewz_pingpong awww teach son one manner many boy lack
0,humous dorito oh yes
0,janiecelincoln ha totally go journalism major perfect fit
0,finally get twitter follow tweet lt3
0,goodnight good morning happy mother day visit profile see silly offspringit funny love life pick nose
1,gawd dream actually happen last night
0,afiaa_afaya the_handsome_blue_beast hhihihuahauu
1,kbal24 sorry feel way
0,sellputs agree take little find way stocktwit can not imagine work will
0,christinerabel ha ha surprisingly well consider good time sun mountain
1,less min lose follower
1,give birth screamer hate scream child guess hate scream child besides
0,_ elj ok nice one cheer boss like lack fcs today
1,aw amp really miss alice amp charlotte tonight dunno though hey spoon
1,materialistic know suck data plan weak sauce
0,faeriegal713 yep finish chocked full spelling grammatical error clean tomorrow pop hehe
1,practice smile todayit gunna big
1,loribartolozzi oh sorry can not even imaginealthough know reality soon
1,chrisontv88 btw not wimp
1,thejiggerjames not party tonight jig
0,sageeb say nice thing
0,twitter hair dry wash macadamia orange shampoo smell gorgeous
